,arrival_sec,depart_sec,duration_sec,episode,id,wait_sec,wait_step
0,47.00,1.00,46.00,1,9to13.0,0.00,0
1,50.00,5.00,45.00,1,8to16.0,0.00,0
2,53.00,8.00,45.00,1,17to7.0,0.00,0
3,55.00,0.00,55.00,1,5to1.0,5.00,1
4,56.00,3.00,53.00,1,16to13.0,0.00,0
5,57.00,11.00,46.00,1,8to9.0,3.00,1
6,63.00,6.00,57.00,1,16to14.0,0.00,0
7,68.00,2.00,66.00,1,9to14.0,10.00,1
8,71.00,18.00,53.00,1,16to8.0,0.00,0
9,71.00,4.00,67.00,1,8to14.0,0.00,0
10,73.00,3.00,70.00,1,8to13.0,0.00,0
11,78.00,4.00,74.00,1,9to16.0,2.00,1
12,80.00,10.00,70.00,1,7to17.0,28.00,1
13,82.00,11.00,71.00,1,5to17.0,0.00,0
14,83.00,8.00,75.00,1,8to17.0,0.00,0
15,86.00,0.00,86.00,1,7to1.0,6.00,1
16,88.00,13.00,75.00,1,7to9.0,0.00,0
17,90.00,21.00,69.00,1,16to9.0,0.00,0
18,93.00,1.00,92.00,1,17to13.0,5.00,2
19,93.00,11.00,82.00,1,17to8.0,7.00,1
20,94.00,12.00,82.00,1,4to8.0,3.00,1
21,97.00,6.00,91.00,1,1to7.0,1.00,1
22,97.00,0.00,97.00,1,3to11.0,9.00,2
23,98.00,3.00,95.00,1,7to13.0,2.00,1
24,98.00,9.00,89.00,1,7to16.0,0.00,0
25,100.00,6.00,94.00,1,17to4.0,16.00,1
26,100.00,0.00,100.00,1,8to1.0,1.00,1
27,103.00,15.00,88.00,1,13to8.0,5.00,2
28,103.00,0.00,103.00,1,1to13.0,4.00,1
29,106.00,0.00,106.00,1,2to13.0,1.00,1
30,109.00,9.00,100.00,1,4to17.0,20.00,3
31,114.00,7.00,107.00,1,9to17.0,4.00,2
32,116.00,18.00,98.00,1,13to9.0,0.00,0
33,117.00,12.00,105.00,1,17to9.0,1.00,1
34,117.00,15.00,102.00,1,4to9.0,1.00,1
35,118.00,9.00,109.00,1,16to17.0,8.00,1
36,120.00,12.00,108.00,1,16to4.0,0.00,0
37,120.00,15.00,105.00,1,16to7.0,4.00,2
38,120.00,6.00,114.00,1,2to8.0,3.00,1
39,121.00,9.00,112.00,1,5to16.0,0.00,0
40,123.00,6.00,117.00,1,4to16.0,15.00,2
41,123.00,8.00,115.00,1,9to4.0,5.00,1
42,126.00,0.00,126.00,1,17to1.0,22.00,2
43,127.00,3.00,124.00,1,17to14.0,29.00,3
44,128.00,0.00,128.00,1,9to1.0,0.00,0
45,129.00,0.00,129.00,1,4to13.0,9.00,3
46,130.00,3.00,127.00,1,4to14.0,4.00,2
47,131.00,3.00,128.00,1,5to13.0,4.00,2
48,132.00,6.00,126.00,1,5to14.0,1.00,1
49,134.00,3.00,131.00,1,2to14.0,5.00,1
50,135.00,6.00,129.00,1,13to17.0,1.00,1
51,141.00,3.00,138.00,1,13to16.0,6.00,3
52,142.00,3.00,139.00,1,1to14.0,5.00,3
53,143.00,100.00,43.00,1,8to9.1,0.00,0
54,145.00,100.00,45.00,1,7to17.1,0.00,0
55,145.00,91.00,54.00,1,9to13.1,0.00,0
56,146.00,90.00,56.00,1,5to1.1,5.00,2
57,148.00,0.00,148.00,1,16to1.0,9.00,1
58,148.00,96.00,52.00,1,16to14.1,0.00,0
59,149.00,9.00,140.00,1,13to4.0,0.00,0
60,149.00,12.00,137.00,1,13to7.0,24.00,1
61,149.00,93.00,56.00,1,16to13.1,1.00,1
62,152.00,6.00,146.00,1,7to14.0,41.00,2
63,153.00,9.00,144.00,1,1to9.0,4.00,1
64,155.00,99.00,56.00,1,17to7.1,1.00,1
65,156.00,9.00,147.00,1,2to9.0,7.00,2
66,157.00,92.00,65.00,1,9to14.1,5.00,2
67,159.00,108.00,51.00,1,16to8.1,0.00,0
68,163.00,93.00,70.00,1,8to13.1,0.00,0
69,164.00,94.00,70.00,1,8to14.1,0.00,0
70,167.00,96.00,71.00,1,17to4.1,1.00,1
71,168.00,0.00,168.00,1,13to1.0,0.00,0
72,169.00,94.00,75.00,1,9to16.1,0.00,0
73,170.00,90.00,80.00,1,7to1.1,6.00,1
74,172.00,95.00,77.00,1,8to16.1,20.00,2
75,178.00,103.00,75.00,1,7to9.1,0.00,0
76,180.00,14.00,166.00,1,5to9.0,29.00,4
77,182.00,99.00,83.00,1,7to16.1,0.00,0
78,184.00,98.00,86.00,1,9to4.1,0.00,0
79,185.00,60.00,125.00,1,1to13.1,10.00,1
80,186.00,60.00,126.00,1,2to13.1,16.00,1
81,188.00,111.00,77.00,1,16to9.1,0.00,0
82,188.00,102.00,86.00,1,17to8.1,0.00,0
83,190.00,97.00,93.00,1,8to17.1,6.00,2
84,191.00,90.00,101.00,1,17to1.1,0.00,0
85,192.00,105.00,87.00,1,13to8.1,8.00,1
86,192.00,102.00,90.00,1,5to17.1,3.00,1
87,193.00,90.00,103.00,1,8to1.1,0.00,0
88,194.00,106.00,88.00,1,4to9.1,0.00,0
89,196.00,91.00,105.00,1,17to13.1,7.00,2
90,199.00,105.00,94.00,1,16to7.1,8.00,2
91,199.00,93.00,106.00,1,17to14.1,8.00,3
92,204.00,97.00,107.00,1,9to17.1,1.00,1
93,205.00,99.00,106.00,1,4to17.1,25.00,4
94,207.00,99.00,108.00,1,16to17.1,1.00,1
95,207.00,93.00,114.00,1,1to7.1,19.00,4
96,209.00,93.00,116.00,1,7to13.1,12.00,2
97,211.00,104.00,107.00,1,17to9.1,3.00,2
98,212.00,90.00,122.00,1,2to14.1,6.00,2
99,212.00,96.00,116.00,1,4to16.1,6.00,2
100,214.00,90.00,124.00,1,4to13.1,4.00,3
101,214.00,93.00,121.00,1,4to14.1,0.00,0
102,216.00,90.00,126.00,1,1to14.1,3.00,2
103,216.00,93.00,123.00,1,5to13.1,3.00,1
104,218.00,99.00,119.00,1,5to16.1,3.00,1
105,220.00,93.00,127.00,1,13to16.1,9.00,2
106,221.00,90.00,131.00,1,9to1.1,0.00,0
107,222.00,120.00,102.00,1,2to13.2,0.00,0
108,222.00,185.00,37.00,1,8to16.2,0.00,0
109,223.00,102.00,121.00,1,16to4.1,7.00,1
110,224.00,103.00,121.00,1,4to8.1,26.00,2
111,229.00,99.00,130.00,1,13to4.1,0.00,0
112,231.00,108.00,123.00,1,13to9.1,19.00,3
113,231.00,93.00,138.00,1,2to8.1,12.00,4
114,231.00,181.00,50.00,1,9to13.2,0.00,0
115,232.00,90.00,142.00,1,16to1.1,0.00,0
116,233.00,188.00,45.00,1,17to7.2,0.00,0
117,233.00,191.00,42.00,1,8to9.2,0.00,0
118,234.00,96.00,138.00,1,5to14.1,5.00,2
119,234.00,180.00,54.00,1,5to1.2,5.00,1
120,238.00,96.00,142.00,1,7to14.1,28.00,3
121,239.00,96.00,143.00,1,13to17.1,16.00,2
122,239.00,96.00,143.00,1,2to9.1,4.00,1
123,239.00,183.00,56.00,1,16to13.2,0.00,0
124,240.00,198.00,42.00,1,16to8.2,0.00,0
125,240.00,190.00,50.00,1,7to17.2,6.00,1
126,242.00,186.00,56.00,1,16to14.2,0.00,0
127,245.00,105.00,140.00,1,5to9.1,2.00,1
128,249.00,102.00,147.00,1,13to7.1,37.00,2
129,249.00,182.00,67.00,1,9to14.2,9.00,1
130,254.00,120.00,134.00,1,1to13.2,21.00,2
131,256.00,184.00,72.00,1,8to14.2,0.00,0
132,257.00,183.00,74.00,1,8to13.2,2.00,1
133,262.00,191.00,71.00,1,17to8.2,1.00,1
134,266.00,191.00,75.00,1,5to17.2,0.00,0
135,266.00,184.00,82.00,1,9to16.2,3.00,2
136,267.00,180.00,87.00,1,7to1.2,4.00,2
137,268.00,201.00,67.00,1,16to9.2,0.00,0
138,269.00,188.00,81.00,1,8to17.2,6.00,1
139,272.00,181.00,91.00,1,17to13.2,6.00,2
140,275.00,192.00,83.00,1,4to8.2,4.00,2
141,276.00,183.00,93.00,1,7to13.2,1.00,1
142,277.00,90.00,187.00,1,13to1.1,15.00,3
143,277.00,189.00,88.00,1,7to16.2,0.00,0
144,277.00,187.00,90.00,1,9to17.2,0.00,0
145,278.00,193.00,85.00,1,7to9.2,0.00,0
146,280.00,189.00,91.00,1,4to17.2,7.00,2
147,281.00,183.00,98.00,1,17to14.2,9.00,3
148,282.00,195.00,87.00,1,13to8.2,4.00,1
149,283.00,183.00,100.00,1,2to14.2,0.00,0
150,284.00,186.00,98.00,1,17to4.2,16.00,2
151,286.00,180.00,106.00,1,17to1.2,1.00,1
152,287.00,195.00,92.00,1,4to9.2,0.00,0
153,288.00,186.00,102.00,1,2to8.2,3.00,1
154,289.00,186.00,103.00,1,1to7.2,6.00,3
155,292.00,180.00,112.00,1,1to13.3,5.00,2
156,293.00,96.00,197.00,1,1to9.1,57.00,5
157,293.00,193.00,100.00,1,17to9.2,2.00,2
158,293.00,180.00,113.00,1,2to13.3,6.00,1
159,296.00,189.00,107.00,1,16to17.2,0.00,0
160,298.00,186.00,112.00,1,4to16.2,8.00,1
161,299.00,198.00,101.00,1,13to9.2,2.00,1
162,300.00,192.00,108.00,1,16to4.2,0.00,0
163,300.00,195.00,105.00,1,16to7.2,12.00,1
164,300.00,189.00,111.00,1,5to16.2,0.00,0
165,306.00,180.00,126.00,1,8to1.2,12.00,1
166,312.00,183.00,129.00,1,4to14.2,6.00,2
167,312.00,188.00,124.00,1,9to4.2,7.00,3
168,314.00,186.00,128.00,1,5to14.2,1.00,1
169,315.00,180.00,135.00,1,4to13.2,9.00,4
170,316.00,183.00,133.00,1,1to14.2,11.00,3
171,316.00,180.00,136.00,1,9to1.2,1.00,1
172,319.00,183.00,136.00,1,5to13.2,3.00,2
173,321.00,186.00,135.00,1,7to14.2,25.00,2
174,322.00,273.00,49.00,1,16to13.3,0.00,0
175,324.00,189.00,135.00,1,13to4.2,3.00,1
176,324.00,275.00,49.00,1,8to16.3,1.00,1
177,325.00,288.00,37.00,1,16to8.3,0.00,0
178,325.00,279.00,46.00,1,17to7.3,3.00,1
179,326.00,276.00,50.00,1,16to14.3,0.00,0
180,327.00,183.00,144.00,1,13to16.2,4.00,1
181,327.00,186.00,141.00,1,13to17.2,12.00,2
182,327.00,270.00,57.00,1,5to1.3,7.00,2
183,329.00,281.00,48.00,1,8to9.3,4.00,1
184,331.00,189.00,142.00,1,2to9.2,7.00,3
185,331.00,280.00,51.00,1,7to17.3,6.00,1
186,335.00,192.00,143.00,1,13to7.2,9.00,2
187,337.00,180.00,157.00,1,16to1.2,9.00,3
188,337.00,271.00,66.00,1,9to13.3,12.00,1
189,342.00,270.00,72.00,1,7to1.3,5.00,1
190,347.00,194.00,153.00,1,5to9.2,23.00,2
191,347.00,272.00,75.00,1,9to14.3,11.00,2
192,348.00,273.00,75.00,1,8to13.3,0.00,0
193,351.00,273.00,78.00,1,7to13.3,0.00,0
194,351.00,274.00,77.00,1,9to16.3,1.00,1
195,352.00,291.00,61.00,1,16to9.3,0.00,0
196,356.00,274.00,82.00,1,8to14.3,4.00,1
197,357.00,276.00,81.00,1,17to4.3,0.00,0
198,357.00,281.00,76.00,1,17to8.3,0.00,0
199,358.00,273.00,85.00,1,1to7.3,3.00,1
200,359.00,271.00,88.00,1,17to13.3,2.00,2
201,360.00,282.00,78.00,1,4to8.3,0.00,0
202,363.00,240.00,123.00,1,1to13.4,16.00,3
203,364.00,278.00,86.00,1,8to17.3,6.00,1
204,365.00,285.00,80.00,1,13to8.3,0.00,0
205,366.00,279.00,87.00,1,7to16.3,4.00,1
206,367.00,283.00,84.00,1,7to9.3,12.00,1
207,369.00,285.00,84.00,1,16to7.3,0.00,0
208,369.00,270.00,99.00,1,8to1.3,1.00,1
209,374.00,240.00,134.00,1,2to13.4,13.00,1
210,375.00,273.00,102.00,1,2to8.3,0.00,0
211,375.00,279.00,96.00,1,4to17.3,16.00,3
212,378.00,285.00,93.00,1,4to9.3,0.00,0
213,378.00,278.00,100.00,1,9to4.3,0.00,0
214,379.00,273.00,106.00,1,17to14.3,7.00,2
215,380.00,284.00,96.00,1,17to9.3,3.00,1
216,380.00,282.00,98.00,1,5to17.3,10.00,3
217,381.00,180.00,201.00,1,13to1.2,6.00,2
218,381.00,288.00,93.00,1,13to9.3,0.00,0
219,381.00,273.00,108.00,1,4to14.3,0.00,0
220,381.00,276.00,105.00,1,4to16.3,6.00,2
221,384.00,270.00,114.00,1,4to13.3,0.00,0
222,389.00,276.00,113.00,1,7to14.3,10.00,2
223,390.00,277.00,113.00,1,9to17.3,4.00,2
224,392.00,279.00,113.00,1,16to17.3,4.00,2
225,396.00,282.00,114.00,1,16to4.3,0.00,0
226,397.00,300.00,97.00,1,2to13.5,0.00,0
227,398.00,276.00,122.00,1,13to17.3,0.00,0
228,398.00,365.00,33.00,1,8to16.4,0.00,0
229,402.00,270.00,132.00,1,2to14.3,6.00,1
230,403.00,189.00,214.00,1,1to9.2,66.00,3
231,404.00,273.00,131.00,1,5to13.3,15.00,3
232,407.00,270.00,137.00,1,17to1.3,21.00,1
233,411.00,276.00,135.00,1,5to14.3,11.00,4
234,415.00,371.00,44.00,1,8to9.4,0.00,0
235,416.00,360.00,56.00,1,5to1.4,5.00,1
236,417.00,284.00,133.00,1,5to9.3,2.00,1
237,417.00,300.00,117.00,1,1to13.5,10.00,1
238,417.00,368.00,49.00,1,17to7.4,0.00,0
239,419.00,363.00,56.00,1,16to13.4,2.00,1
240,420.00,276.00,144.00,1,2to9.3,10.00,1
241,420.00,370.00,50.00,1,7to17.4,5.00,1
242,423.00,270.00,153.00,1,1to14.3,20.00,3
243,424.00,276.00,148.00,1,1to9.3,8.00,2
244,425.00,378.00,47.00,1,16to8.4,0.00,0
245,425.00,361.00,64.00,1,9to13.4,3.00,3
246,426.00,366.00,60.00,1,16to14.4,4.00,1
247,427.00,279.00,148.00,1,5to16.3,20.00,5
248,429.00,279.00,150.00,1,13to4.3,19.00,1
249,430.00,282.00,148.00,1,13to7.3,22.00,2
250,430.00,363.00,67.00,1,9to14.4,6.00,1
251,432.00,270.00,162.00,1,9to1.3,20.00,4
252,433.00,364.00,69.00,1,9to16.4,4.00,1
253,436.00,273.00,163.00,1,13to16.3,14.00,2
254,438.00,366.00,72.00,1,17to4.4,1.00,1
255,439.00,376.00,63.00,1,13to8.4,0.00,0
256,439.00,373.00,66.00,1,7to9.4,0.00,0
257,445.00,364.00,81.00,1,8to14.4,1.00,1
258,446.00,381.00,65.00,1,16to9.4,0.00,0
259,447.00,270.00,177.00,1,16to1.3,12.00,3
260,448.00,360.00,88.00,1,7to1.4,1.00,1
261,450.00,270.00,180.00,1,13to1.3,14.00,2
262,450.00,363.00,87.00,1,8to13.4,1.00,1
263,452.00,363.00,89.00,1,17to14.4,1.00,1
264,453.00,371.00,82.00,1,17to8.4,1.00,1
265,454.00,361.00,93.00,1,17to13.4,2.00,2
266,455.00,372.00,83.00,1,4to8.4,2.00,1
267,456.00,372.00,84.00,1,5to17.4,5.00,2
268,456.00,369.00,87.00,1,7to16.4,6.00,1
269,462.00,375.00,87.00,1,16to7.4,0.00,0
270,463.00,369.00,94.00,1,5to16.4,0.00,0
271,464.00,368.00,96.00,1,9to4.4,1.00,1
272,466.00,360.00,106.00,1,2to13.6,13.00,1
273,466.00,360.00,106.00,1,8to1.4,1.00,1
274,467.00,373.00,94.00,1,17to9.4,10.00,1
275,467.00,366.00,101.00,1,7to14.4,0.00,0
276,468.00,360.00,108.00,1,1to13.6,5.00,1
277,468.00,367.00,101.00,1,1to7.4,6.00,2
278,474.00,363.00,111.00,1,7to13.4,0.00,0
279,477.00,363.00,114.00,1,4to14.4,5.00,1
280,480.00,360.00,120.00,1,4to13.4,10.00,2
281,481.00,375.00,106.00,1,4to9.4,0.00,0
282,483.00,369.00,114.00,1,4to17.4,20.00,3
283,483.00,368.00,115.00,1,8to17.4,28.00,4
284,484.00,372.00,112.00,1,16to4.4,2.00,1
285,486.00,360.00,126.00,1,17to1.4,16.00,2
286,486.00,367.00,119.00,1,9to17.4,3.00,2
287,487.00,369.00,118.00,1,16to17.4,3.00,2
288,488.00,360.00,128.00,1,9to1.4,4.00,1
289,494.00,373.00,121.00,1,13to7.4,20.00,1
290,497.00,379.00,118.00,1,13to9.4,6.00,2
291,497.00,366.00,131.00,1,5to14.4,17.00,3
292,500.00,363.00,137.00,1,5to13.4,20.00,3
293,502.00,453.00,49.00,1,16to13.5,0.00,0
294,502.00,456.00,46.00,1,16to14.5,0.00,0
295,505.00,458.00,47.00,1,17to7.5,1.00,1
296,506.00,369.00,137.00,1,2to9.4,4.00,1
297,507.00,450.00,57.00,1,5to1.5,6.00,2
298,507.00,455.00,52.00,1,8to16.5,0.00,0
299,507.00,461.00,46.00,1,8to9.5,5.00,1
300,508.00,366.00,142.00,1,2to8.4,4.00,2
301,511.00,363.00,148.00,1,13to16.4,4.00,3
302,513.00,363.00,150.00,1,2to14.4,6.00,1
303,514.00,451.00,63.00,1,9to13.5,3.00,2
304,517.00,369.00,148.00,1,13to4.4,17.00,1
305,520.00,366.00,154.00,1,13to17.4,17.00,2
306,520.00,460.00,60.00,1,7to17.5,6.00,1
307,525.00,454.00,71.00,1,9to16.5,0.00,0
308,526.00,366.00,160.00,1,4to16.4,40.00,6
309,527.00,360.00,167.00,1,16to1.4,12.00,3
310,527.00,452.00,75.00,1,9to14.5,6.00,3
311,529.00,450.00,79.00,1,7to1.5,2.00,1
312,529.00,453.00,76.00,1,8to13.5,0.00,0
313,529.00,454.00,75.00,1,8to14.5,0.00,0
314,530.00,369.00,161.00,1,1to9.4,2.00,1
315,530.00,460.00,70.00,1,17to8.5,0.00,0
316,536.00,420.00,116.00,1,1to13.7,16.00,2
317,536.00,468.00,68.00,1,16to8.5,6.00,2
318,536.00,458.00,78.00,1,8to17.5,0.00,0
319,537.00,465.00,72.00,1,13to8.5,0.00,0
320,537.00,471.00,66.00,1,16to9.5,0.00,0
321,538.00,463.00,75.00,1,7to9.5,0.00,0
322,539.00,420.00,119.00,1,2to13.7,13.00,1
323,541.00,363.00,178.00,1,1to14.4,25.00,4
324,542.00,456.00,86.00,1,17to4.5,9.00,2
325,544.00,451.00,93.00,1,17to13.5,2.00,2
326,544.00,453.00,91.00,1,17to14.5,0.00,0
327,549.00,374.00,175.00,1,5to9.4,32.00,4
328,550.00,453.00,97.00,1,1to7.5,6.00,2
329,555.00,453.00,102.00,1,7to13.5,1.00,1
330,556.00,360.00,196.00,1,13to1.4,12.00,3
331,557.00,459.00,98.00,1,7to16.5,0.00,0
332,558.00,462.00,96.00,1,4to8.5,4.00,2
333,559.00,458.00,101.00,1,9to4.5,0.00,0
334,561.00,468.00,93.00,1,13to9.5,0.00,0
335,561.00,459.00,102.00,1,4to17.5,26.00,3
336,565.00,461.00,104.00,1,5to17.5,17.00,3
337,571.00,462.00,109.00,1,17to9.5,2.00,1
338,571.00,458.00,113.00,1,5to16.5,0.00,0
339,575.00,453.00,122.00,1,13to16.5,8.00,1
340,575.00,465.00,110.00,1,16to7.5,11.00,1
341,576.00,453.00,123.00,1,2to8.5,12.00,2
342,576.00,450.00,126.00,1,8to1.5,22.00,2
343,577.00,453.00,124.00,1,4to14.5,2.00,1
344,579.00,450.00,129.00,1,4to13.5,7.00,3
345,581.00,465.00,116.00,1,4to9.5,0.00,0
346,582.00,463.00,119.00,1,5to9.5,0.00,0
347,582.00,480.00,102.00,1,1to13.8,0.00,0
348,582.00,480.00,102.00,1,2to13.8,0.00,0
349,582.00,545.00,37.00,1,8to16.6,0.00,0
350,583.00,456.00,127.00,1,7to14.5,30.00,1
351,584.00,456.00,128.00,1,4to16.5,26.00,2
352,586.00,450.00,136.00,1,17to1.5,21.00,4
353,587.00,456.00,131.00,1,5to14.5,5.00,2
354,589.00,453.00,136.00,1,5to13.5,5.00,2
355,590.00,450.00,140.00,1,2to14.5,8.00,2
356,592.00,450.00,142.00,1,1to14.5,9.00,3
357,592.00,551.00,41.00,1,8to9.6,0.00,0
358,596.00,540.00,56.00,1,5to1.6,5.00,1
359,598.00,543.00,55.00,1,16to13.6,3.00,1
360,598.00,546.00,52.00,1,16to14.6,0.00,0
361,601.00,462.00,139.00,1,16to4.5,18.00,1
362,602.00,558.00,44.00,1,16to8.6,0.00,0
363,604.00,459.00,145.00,1,13to4.5,0.00,0
364,604.00,456.00,148.00,1,2to9.5,6.00,2
365,605.00,456.00,149.00,1,1to9.5,2.00,1
366,605.00,547.00,58.00,1,17to7.6,2.00,2
367,606.00,450.00,156.00,1,9to1.5,8.00,2
368,609.00,456.00,153.00,1,13to17.5,11.00,2
369,609.00,462.00,147.00,1,13to7.5,32.00,2
370,609.00,541.00,68.00,1,9to13.6,7.00,1
371,610.00,457.00,153.00,1,9to17.5,24.00,4
372,610.00,550.00,60.00,1,7to17.6,12.00,1
373,611.00,542.00,69.00,1,9to14.6,6.00,2
374,612.00,459.00,153.00,1,16to17.5,14.00,3
375,613.00,450.00,163.00,1,16to1.5,14.00,3
376,614.00,450.00,164.00,1,13to1.5,7.00,2
377,617.00,544.00,73.00,1,9to16.6,1.00,1
378,619.00,544.00,75.00,1,8to14.6,0.00,0
379,620.00,555.00,65.00,1,13to8.6,0.00,0
380,622.00,546.00,76.00,1,17to4.6,0.00,0
381,626.00,543.00,83.00,1,8to13.6,1.00,1
382,627.00,561.00,66.00,1,16to9.6,0.00,0
383,627.00,540.00,87.00,1,7to1.6,2.00,1
384,631.00,543.00,88.00,1,17to14.6,5.00,1
385,632.00,549.00,83.00,1,17to8.6,2.00,2
386,634.00,552.00,82.00,1,4to8.6,5.00,1
387,637.00,553.00,84.00,1,7to9.6,5.00,1
388,637.00,548.00,89.00,1,8to17.6,7.00,1
389,638.00,540.00,98.00,1,8to1.6,1.00,1
390,640.00,555.00,85.00,1,16to7.6,0.00,0
391,640.00,551.00,89.00,1,5to17.6,8.00,2
392,643.00,548.00,95.00,1,5to16.6,2.00,1
393,644.00,541.00,103.00,1,17to13.6,7.00,3
394,646.00,549.00,97.00,1,7to16.6,5.00,2
395,647.00,549.00,98.00,1,4to17.6,17.00,3
396,647.00,546.00,101.00,1,7to14.6,0.00,0
397,648.00,546.00,102.00,1,4to16.6,5.00,2
398,656.00,558.00,98.00,1,13to9.6,0.00,0
399,656.00,552.00,104.00,1,17to9.6,5.00,1
400,657.00,555.00,102.00,1,4to9.6,1.00,1
401,658.00,540.00,118.00,1,1to13.9,13.00,2
402,658.00,540.00,118.00,1,2to13.9,14.00,1
403,661.00,543.00,118.00,1,4to14.6,5.00,2
404,662.00,546.00,116.00,1,9to17.6,4.00,2
405,663.00,540.00,123.00,1,4to13.6,13.00,3
406,665.00,549.00,116.00,1,16to17.6,5.00,1
407,667.00,540.00,127.00,1,17to1.6,19.00,3
408,670.00,552.00,118.00,1,16to4.6,1.00,1
409,670.00,546.00,124.00,1,1to7.6,25.00,3
410,670.00,546.00,124.00,1,2to8.6,8.00,2
411,672.00,548.00,124.00,1,9to4.6,5.00,2
412,674.00,549.00,125.00,1,13to4.6,5.00,1
413,676.00,540.00,136.00,1,9to1.6,7.00,3
414,677.00,543.00,134.00,1,2to14.6,16.00,2
415,679.00,543.00,136.00,1,5to13.6,11.00,3
416,682.00,633.00,49.00,1,16to13.7,0.00,0
417,683.00,637.00,46.00,1,17to7.7,1.00,1
418,685.00,630.00,55.00,1,5to1.7,6.00,1
419,685.00,635.00,50.00,1,8to16.7,0.00,0
420,687.00,546.00,141.00,1,5to14.6,17.00,5
421,688.00,648.00,40.00,1,16to8.7,0.00,0
422,689.00,631.00,58.00,1,9to13.7,5.00,1
423,690.00,641.00,49.00,1,8to9.7,4.00,1
424,692.00,554.00,138.00,1,5to9.6,6.00,2
425,693.00,540.00,153.00,1,16to1.6,11.00,2
426,694.00,636.00,58.00,1,16to14.7,0.00,0
427,695.00,546.00,149.00,1,13to17.6,15.00,3
428,695.00,640.00,55.00,1,7to17.7,4.00,1
429,697.00,632.00,65.00,1,9to14.7,5.00,2
430,699.00,552.00,147.00,1,13to7.6,36.00,1
431,701.00,633.00,68.00,1,8to13.7,0.00,0
432,705.00,634.00,71.00,1,8to14.7,0.00,0
433,711.00,600.00,111.00,1,2to13.10,10.00,1
434,711.00,651.00,60.00,1,16to9.7,0.00,0
435,711.00,630.00,81.00,1,7to1.7,3.00,2
436,713.00,543.00,170.00,1,13to16.6,35.00,4
437,713.00,634.00,79.00,1,9to16.7,5.00,1
438,714.00,600.00,114.00,1,1to13.10,9.00,1
439,714.00,639.00,75.00,1,7to16.7,0.00,0
440,717.00,543.00,174.00,1,1to14.6,29.00,5
441,717.00,646.00,71.00,1,13to8.7,0.00,0
442,718.00,631.00,87.00,1,17to13.7,1.00,1
443,719.00,633.00,86.00,1,17to14.7,2.00,1
444,721.00,643.00,78.00,1,7to9.7,7.00,1
445,724.00,638.00,86.00,1,9to4.7,0.00,0
446,726.00,540.00,186.00,1,13to1.6,17.00,4
447,727.00,549.00,178.00,1,2to9.6,27.00,3
448,727.00,630.00,97.00,1,8to1.7,0.00,0
449,728.00,640.00,88.00,1,17to8.7,6.00,1
450,729.00,543.00,186.00,1,7to13.6,78.00,1
451,731.00,630.00,101.00,1,17to1.7,1.00,1
452,734.00,638.00,96.00,1,8to17.7,11.00,2
453,735.00,645.00,90.00,1,16to7.7,3.00,1
454,740.00,633.00,107.00,1,1to7.7,11.00,2
455,741.00,636.00,105.00,1,17to4.7,27.00,1
456,741.00,639.00,102.00,1,4to17.7,16.00,4
457,743.00,642.00,101.00,1,5to17.7,19.00,3
458,752.00,645.00,107.00,1,4to9.7,0.00,0
459,752.00,639.00,113.00,1,5to16.7,8.00,2
460,755.00,642.00,113.00,1,4to8.7,7.00,1
461,755.00,633.00,122.00,1,7to13.7,19.00,1
462,757.00,633.00,124.00,1,2to8.7,2.00,1
463,757.00,660.00,97.00,1,2to13.11,0.00,0
464,758.00,639.00,119.00,1,16to17.7,13.00,2
465,758.00,636.00,122.00,1,4to16.7,12.00,2
466,761.00,549.00,212.00,1,1to9.6,66.00,4
467,762.00,633.00,129.00,1,4to14.7,10.00,2
468,762.00,630.00,132.00,1,9to1.7,1.00,1
469,765.00,630.00,135.00,1,4to13.7,13.00,2
470,767.00,642.00,125.00,1,16to4.7,8.00,1
471,767.00,636.00,131.00,1,7to14.7,29.00,2
472,770.00,643.00,127.00,1,13to7.7,8.00,1
473,773.00,630.00,143.00,1,2to14.7,11.00,4
474,774.00,721.00,53.00,1,9to13.8,0.00,0
475,775.00,649.00,126.00,1,13to9.7,7.00,2
476,775.00,642.00,133.00,1,17to9.7,16.00,3
477,776.00,720.00,56.00,1,5to1.8,5.00,1
478,777.00,660.00,117.00,1,1to13.11,11.00,1
479,777.00,728.00,49.00,1,17to7.8,1.00,1
480,778.00,725.00,53.00,1,8to16.8,0.00,0
481,779.00,723.00,56.00,1,16to13.8,0.00,0
482,782.00,722.00,60.00,1,9to14.8,6.00,2
483,783.00,636.00,147.00,1,2to9.7,0.00,0
484,785.00,633.00,152.00,1,5to13.7,22.00,3
485,786.00,726.00,60.00,1,16to14.8,5.00,1
486,787.00,731.00,56.00,1,8to9.8,8.00,1
487,792.00,630.00,162.00,1,16to1.7,7.00,3
488,792.00,738.00,54.00,1,16to8.8,3.00,1
489,793.00,636.00,157.00,1,5to14.7,17.00,5
490,795.00,630.00,165.00,1,1to14.7,24.00,4
491,795.00,637.00,158.00,1,9to17.7,36.00,3
492,796.00,730.00,66.00,1,7to17.8,10.00,2
493,796.00,724.00,72.00,1,8to14.8,0.00,0
494,797.00,723.00,74.00,1,8to13.8,0.00,0
495,798.00,720.00,78.00,1,7to1.8,1.00,1
496,800.00,640.00,160.00,1,13to4.7,17.00,2
497,801.00,633.00,168.00,1,13to16.7,18.00,3
