,arrival_sec,depart_sec,duration_sec,episode,id,wait_sec,wait_step
2163,3250.00,3069.00,181.00,1,1to9.34,28.00,4
2164,3250.00,3162.00,88.00,1,4to8.35,3.00,1
2165,3251.00,3165.00,86.00,1,16to7.35,0.00,0
2166,3252.00,3150.00,102.00,1,8to1.35,0.00,0
2167,3257.00,3156.00,101.00,1,17to4.35,17.00,2
2168,3259.00,3153.00,106.00,1,2to8.35,0.00,0
2169,3260.00,3153.00,107.00,1,1to7.35,9.00,3
2170,3262.00,3159.00,103.00,1,4to17.35,18.00,3
2171,3269.00,3157.00,112.00,1,9to17.35,8.00,2
2172,3270.00,3168.00,102.00,1,13to9.35,0.00,0
2173,3270.00,3156.00,114.00,1,4to16.35,5.00,1
2174,3271.00,3159.00,112.00,1,16to17.35,7.00,1
2175,3271.00,3163.00,108.00,1,17to9.35,4.00,1
2176,3271.00,3159.00,112.00,1,5to16.35,7.00,3
2177,3272.00,3150.00,122.00,1,2to14.35,0.00,0
2178,3272.00,3165.00,107.00,1,4to9.35,0.00,0
2179,3272.00,3158.00,114.00,1,9to4.35,2.00,1
2180,3274.00,3150.00,124.00,1,4to13.35,5.00,2
2181,3276.00,3150.00,126.00,1,17to1.35,23.00,2
2182,3276.00,3180.00,96.00,1,2to13.53,2.00,1
2183,3280.00,3162.00,118.00,1,16to4.35,1.00,1
2184,3281.00,3153.00,128.00,1,7to13.35,6.00,1
2185,3281.00,3180.00,101.00,1,1to13.53,0.00,0
2186,3284.00,3153.00,131.00,1,13to16.35,0.00,0
2187,3285.00,3245.00,40.00,1,8to16.36,0.00,0
2188,3286.00,3150.00,136.00,1,9to1.35,14.00,2
2189,3288.00,3150.00,138.00,1,16to1.35,1.00,1
2190,3288.00,3156.00,132.00,1,2to9.35,0.00,0
2191,3288.00,3153.00,135.00,1,4to14.35,18.00,3
2192,3289.00,3153.00,136.00,1,5to13.35,7.00,3
2193,3290.00,3156.00,134.00,1,5to14.35,4.00,1
2194,3290.00,3240.00,50.00,1,5to1.36,6.00,1
2195,3294.00,3241.00,53.00,1,9to13.36,0.00,0
2196,3296.00,3246.00,50.00,1,16to14.36,0.00,0
2197,3296.00,3248.00,48.00,1,17to7.36,2.00,1
2198,3298.00,3243.00,55.00,1,16to13.36,0.00,0
2199,3299.00,3251.00,48.00,1,8to9.36,0.00,0
2200,3302.00,3156.00,146.00,1,7to14.35,32.00,3
2201,3305.00,3156.00,149.00,1,13to17.35,7.00,2
2202,3305.00,3258.00,47.00,1,16to8.36,0.00,0
2203,3305.00,3250.00,55.00,1,7to17.36,11.00,1
2204,3307.00,3162.00,145.00,1,13to7.35,20.00,2
2205,3307.00,3150.00,157.00,1,1to14.35,30.00,4
2206,3309.00,3242.00,67.00,1,9to14.36,8.00,1
2207,3317.00,3243.00,74.00,1,8to13.36,1.00,1
2208,3320.00,3253.00,67.00,1,7to9.36,0.00,0
2209,3320.00,3244.00,76.00,1,8to14.36,1.00,1
2210,3322.00,3240.00,82.00,1,7to1.36,4.00,2
2211,3324.00,3246.00,78.00,1,17to4.36,1.00,1
2212,3327.00,3251.00,76.00,1,17to8.36,0.00,0
2213,3328.00,3249.00,79.00,1,7to16.36,0.00,0
2214,3331.00,3150.00,181.00,1,13to1.35,3.00,1
2215,3331.00,3255.00,76.00,1,13to8.36,0.00,0
2216,3332.00,3244.00,88.00,1,9to16.36,5.00,1
2217,3335.00,3165.00,170.00,1,5to9.35,17.00,4
2218,3336.00,3159.00,177.00,1,13to4.35,26.00,2
2219,3336.00,3249.00,87.00,1,4to17.36,9.00,3
2220,3338.00,3248.00,90.00,1,8to17.36,9.00,2
2221,3340.00,3243.00,97.00,1,7to13.36,0.00,0
2222,3341.00,3240.00,101.00,1,17to1.36,0.00,0
2223,3343.00,3255.00,88.00,1,16to7.36,0.00,0
2224,3343.00,3240.00,103.00,1,8to1.36,0.00,0
2225,3344.00,3254.00,90.00,1,17to9.36,0.00,0
2226,3344.00,3240.00,104.00,1,1to13.54,0.00,0
2227,3344.00,3252.00,92.00,1,4to8.36,0.00,0
2228,3346.00,3240.00,106.00,1,2to13.54,5.00,1
2229,3349.00,3156.00,193.00,1,1to9.35,35.00,3
2230,3350.00,3243.00,107.00,1,17to14.36,13.00,4
2231,3351.00,3261.00,90.00,1,16to9.36,8.00,1
2232,3351.00,3249.00,102.00,1,9to4.36,0.00,0
2233,3354.00,3258.00,96.00,1,13to9.36,0.00,0
2234,3355.00,3241.00,114.00,1,17to13.36,19.00,4
2235,3355.00,3246.00,109.00,1,2to8.36,0.00,0
2236,3357.00,3246.00,111.00,1,4to16.36,10.00,2
2237,3359.00,3246.00,113.00,1,7to14.36,13.00,1
2238,3361.00,3247.00,114.00,1,9to17.36,2.00,2
2239,3363.00,3252.00,111.00,1,13to7.36,1.00,1
2240,3363.00,3249.00,114.00,1,16to17.36,2.00,1
2241,3365.00,3252.00,113.00,1,5to17.36,20.00,5
2242,3367.00,3252.00,115.00,1,16to4.36,2.00,1
2243,3367.00,3255.00,112.00,1,4to9.36,0.00,0
2244,3370.00,3246.00,124.00,1,13to17.36,0.00,0
2245,3372.00,3243.00,129.00,1,4to14.36,7.00,2
2246,3372.00,3240.00,132.00,1,9to1.36,8.00,1
2247,3374.00,3246.00,128.00,1,5to14.36,7.00,3
2248,3375.00,3246.00,129.00,1,1to7.36,29.00,4
2249,3376.00,3243.00,133.00,1,13to16.36,1.00,1
2250,3376.00,3240.00,136.00,1,4to13.36,11.00,2
2251,3379.00,3243.00,136.00,1,5to13.36,4.00,2
2252,3380.00,3240.00,140.00,1,16to1.36,0.00,0
2253,3382.00,3333.00,49.00,1,16to13.37,0.00,0
2254,3382.00,3336.00,46.00,1,16to14.37,0.00,0
2255,3382.00,3330.00,52.00,1,5to1.37,4.00,1
2256,3387.00,3339.00,48.00,1,17to7.37,0.00,0
2257,3388.00,3249.00,139.00,1,13to4.36,5.00,2
2258,3388.00,3254.00,134.00,1,5to9.36,7.00,2
2259,3389.00,3249.00,140.00,1,2to9.36,10.00,1
2260,3391.00,3347.00,44.00,1,16to8.37,0.00,0
2261,3392.00,3331.00,61.00,1,9to13.37,7.00,1
2262,3393.00,3341.00,52.00,1,8to9.37,3.00,1
2263,3394.00,3243.00,151.00,1,2to14.36,18.00,4
2264,3398.00,3240.00,158.00,1,13to1.36,5.00,1
2265,3400.00,3340.00,60.00,1,7to17.37,7.00,1
2266,3402.00,3249.00,153.00,1,5to16.36,33.00,5
2267,3404.00,3334.00,70.00,1,9to16.37,1.00,1
2268,3407.00,3335.00,72.00,1,8to16.37,16.00,1
2269,3407.00,3332.00,75.00,1,9to14.37,9.00,2
2270,3408.00,3330.00,78.00,1,7to1.37,1.00,1
2271,3408.00,3333.00,75.00,1,8to13.37,0.00,0
2272,3411.00,3300.00,111.00,1,1to13.55,10.00,2
2273,3411.00,3345.00,66.00,1,13to8.37,0.00,0
2274,3416.00,3336.00,80.00,1,17to4.37,2.00,1
2275,3417.00,3334.00,83.00,1,8to14.37,3.00,1
2276,3417.00,3338.00,79.00,1,8to17.37,0.00,0
2277,3419.00,3243.00,176.00,1,1to14.36,29.00,4
2278,3420.00,3342.00,78.00,1,5to17.37,2.00,1
2279,3421.00,3350.00,71.00,1,16to9.37,0.00,0
2280,3421.00,3331.00,90.00,1,17to13.37,2.00,1
2281,3422.00,3334.00,88.00,1,17to14.37,0.00,0
2282,3423.00,3342.00,81.00,1,17to8.37,3.00,1
2283,3425.00,3333.00,92.00,1,7to13.37,0.00,0
2284,3426.00,3343.00,83.00,1,7to9.37,5.00,1
2285,3427.00,3249.00,178.00,1,1to9.36,32.00,5
2286,3429.00,3300.00,129.00,1,2to13.55,19.00,2
2287,3429.00,3330.00,99.00,1,8to1.37,7.00,1
2288,3432.00,3336.00,96.00,1,4to16.37,0.00,0
2289,3434.00,3344.00,90.00,1,16to7.37,2.00,1
2290,3435.00,3333.00,102.00,1,4to14.37,0.00,0
2291,3438.00,3330.00,108.00,1,4to13.37,2.00,2
2292,3439.00,3348.00,91.00,1,13to9.37,0.00,0
2293,3439.00,3338.00,101.00,1,9to4.37,1.00,1
2294,3441.00,3336.00,105.00,1,7to14.37,0.00,0
2295,3444.00,3342.00,102.00,1,13to7.37,0.00,0
2296,3450.00,3333.00,117.00,1,1to7.37,11.00,3
2297,3450.00,3339.00,111.00,1,4to17.37,24.00,4
2298,3450.00,3345.00,105.00,1,4to9.37,2.00,1
2299,3450.00,3337.00,113.00,1,9to17.37,6.00,2
2300,3451.00,3339.00,112.00,1,7to16.37,12.00,3
2301,3454.00,3343.00,111.00,1,17to9.37,2.00,1
2302,3456.00,3333.00,123.00,1,2to8.37,6.00,2
2303,3459.00,3360.00,99.00,1,2to13.56,0.00,0
2304,3461.00,3330.00,131.00,1,17to1.37,19.00,2
2305,3461.00,3339.00,122.00,1,5to16.37,8.00,1
2306,3462.00,3360.00,102.00,1,1to13.56,11.00,1
2307,3462.00,3425.00,37.00,1,8to16.38,0.00,0
2308,3463.00,3342.00,121.00,1,4to8.37,26.00,3
2309,3465.00,3342.00,123.00,1,16to4.37,0.00,0
2310,3468.00,3336.00,132.00,1,5to14.37,4.00,2
2311,3470.00,3339.00,131.00,1,13to4.37,0.00,0
2312,3470.00,3330.00,140.00,1,2to14.37,6.00,3
2313,3470.00,3333.00,137.00,1,5to13.37,15.00,2
2314,3472.00,3330.00,142.00,1,1to14.37,5.00,2
2315,3473.00,3428.00,45.00,1,17to7.38,0.00,0
2316,3475.00,3431.00,44.00,1,8to9.38,0.00,0
2317,3476.00,3420.00,56.00,1,5to1.38,5.00,1
2318,3477.00,3426.00,51.00,1,16to14.38,0.00,0
2319,3478.00,3423.00,55.00,1,16to13.38,0.00,0
2320,3482.00,3438.00,44.00,1,16to8.38,0.00,0
2321,3485.00,3336.00,149.00,1,13to17.37,2.00,2
2322,3485.00,3339.00,146.00,1,16to17.37,19.00,3
2323,3486.00,3333.00,153.00,1,13to16.37,3.00,1
2324,3487.00,3336.00,151.00,1,1to9.37,4.00,2
2325,3487.00,3430.00,57.00,1,7to17.38,6.00,1
2326,3489.00,3421.00,68.00,1,9to13.38,7.00,2
2327,3497.00,3330.00,167.00,1,9to1.37,24.00,3
2328,3498.00,3330.00,168.00,1,16to1.37,5.00,2
2329,3498.00,3422.00,76.00,1,9to14.38,12.00,3
2330,3499.00,3423.00,76.00,1,8to13.38,1.00,1
2331,3500.00,3435.00,65.00,1,13to8.38,0.00,0
2332,3500.00,3420.00,80.00,1,7to1.38,2.00,1
2333,3506.00,3336.00,170.00,1,2to9.37,16.00,4
2334,3506.00,3424.00,82.00,1,9to16.38,11.00,2
2335,3510.00,3432.00,78.00,1,5to17.38,5.00,1
2336,3512.00,3424.00,88.00,1,8to14.38,1.00,1
2337,3513.00,3330.00,183.00,1,13to1.37,2.00,1
2338,3513.00,3344.00,169.00,1,5to9.37,18.00,3
2339,3513.00,3431.00,82.00,1,17to8.38,2.00,2
2340,3515.00,3421.00,94.00,1,17to13.38,9.00,3
2341,3518.00,3433.00,85.00,1,7to9.38,11.00,1
2342,3519.00,3441.00,78.00,1,16to9.38,0.00,0
2343,3519.00,3426.00,93.00,1,1to7.38,2.00,2
2344,3519.00,3428.00,91.00,1,9to4.38,0.00,0
2345,3522.00,3435.00,87.00,1,16to7.38,1.00,1
2346,3522.00,3429.00,93.00,1,7to16.38,4.00,1
2347,3522.00,3428.00,94.00,1,8to17.38,8.00,2
2348,3523.00,3420.00,103.00,1,8to1.38,0.00,0
2349,3524.00,3420.00,104.00,1,2to13.57,0.00,0
2350,3525.00,3423.00,102.00,1,17to14.38,14.00,3
2351,3526.00,3426.00,100.00,1,17to4.38,15.00,2
2352,3527.00,3438.00,89.00,1,13to9.38,0.00,0
2353,3527.00,3432.00,95.00,1,4to8.38,3.00,1
2354,3534.00,3426.00,108.00,1,7to14.38,0.00,0
2355,3540.00,3420.00,120.00,1,1to13.57,28.00,2
2356,3540.00,3429.00,111.00,1,5to16.38,9.00,1
2357,3541.00,3426.00,115.00,1,2to8.38,5.00,1
2358,3545.00,3423.00,122.00,1,13to16.38,0.00,0
2359,3546.00,3420.00,126.00,1,17to1.38,14.00,2
2360,3547.00,3433.00,114.00,1,17to9.38,2.00,2
2361,3547.00,3423.00,124.00,1,4to14.38,5.00,1
2362,3547.00,3435.00,112.00,1,4to9.38,0.00,0
2363,3549.00,3432.00,117.00,1,16to4.38,2.00,2
2364,3549.00,3420.00,129.00,1,4to13.38,9.00,2
2365,3550.00,3429.00,121.00,1,4to17.38,30.00,4
2366,3550.00,3426.00,124.00,1,5to14.38,1.00,1
2367,3550.00,3427.00,123.00,1,9to17.38,6.00,1
2368,3551.00,3423.00,128.00,1,2to14.38,5.00,1
2369,3551.00,3423.00,128.00,1,5to13.38,8.00,2
2370,3552.00,3429.00,123.00,1,16to17.38,1.00,1
2371,3552.00,3434.00,118.00,1,5to9.38,0.00,0
2372,3553.00,3423.00,130.00,1,1to14.38,5.00,2
2373,3557.00,3426.00,131.00,1,4to16.38,25.00,3
2374,3557.00,3420.00,137.00,1,9to1.38,11.00,3
2375,3558.00,3432.00,126.00,1,13to7.38,19.00,2
2376,3562.00,3513.00,49.00,1,16to13.39,0.00,0
2377,3562.00,3516.00,46.00,1,16to14.39,0.00,0
2378,3562.00,3515.00,47.00,1,8to16.39,5.00,1
2379,3565.00,3510.00,55.00,1,5to1.39,5.00,1
2380,3567.00,3518.00,49.00,1,17to7.39,0.00,0
2381,3571.00,3512.00,59.00,1,9to14.39,5.00,1
2382,3572.00,3426.00,146.00,1,13to17.38,6.00,2
2383,3572.00,3521.00,51.00,1,8to9.39,5.00,1
2384,3575.00,3520.00,55.00,1,7to17.39,1.00,1
2385,3575.00,3511.00,64.00,1,9to13.39,8.00,1
2386,3577.00,3423.00,154.00,1,7to13.38,41.00,2
2387,3582.00,3420.00,162.00,1,16to1.38,8.00,1
2388,3585.00,3429.00,156.00,1,13to4.38,22.00,2
2389,3586.00,3528.00,58.00,1,16to8.39,0.00,0
2390,3587.00,3513.00,74.00,1,8to13.39,2.00,1
2391,3588.00,3510.00,78.00,1,7to1.39,1.00,1
2392,3590.00,3420.00,170.00,1,13to1.38,7.00,2
2393,3598.00,3519.00,79.00,1,7to16.39,0.00,0
2394,3598.00,3523.00,75.00,1,7to9.39,0.00,0
